"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"42201_at"	"2.78e-01"	"1.22e-01"	"1.555021"	"-5.30916"	"0.351169"	"LINC01467"	"long intergenic non-protein coding RNA 1467"
"50305_at"	"2.78e-01"	"1.22e-01"	"1.554898"	"-5.30935"	"0.1429026"	"DPY30"	"dpy-30 homolog (C. elegans)"
"48080_at"	"2.78e-01"	"1.22e-01"	"-1.554487"	"-5.30996"	"-0.269703"	"FAM46A"	"family with sequence similarity 46, member A"
"49258_at"	"2.78e-01"	"1.22e-01"	"1.554343"	"-5.31018"	"0.1621112"	"RBBP6"	"retinoblastoma binding protein 6"
"59303_at"	"2.78e-01"	"1.22e-01"	"1.553913"	"-5.31083"	"0.2098842"	"LOC100288662"	"hypothetical protein LOC100288662"
"41969_at"	"2.78e-01"	"1.22e-01"	"1.553782"	"-5.31103"	"0.2852193"	"PIK3CA"	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"
"49652_at"	"2.78e-01"	"1.22e-01"	"1.553778"	"-5.31103"	"0.3854319"	""	""
"47943_at"	"2.78e-01"	"1.22e-01"	"-1.553746"	"-5.31108"	"-0.2667562"	"TCF7L1"	"transcription factor 7-like 1 (T-cell specific, HMG-box)"
"50845_at"	"2.78e-01"	"1.22e-01"	"1.553646"	"-5.31123"	"0.1657168"	"UBE2F///SCLY"	"ubiquitin-conjugating enzyme E2F (putative)///selenocysteine lyase"
"48479_at"	"2.78e-01"	"1.22e-01"	"1.553096"	"-5.31206"	"0.35318"	""	""
"42415_r_at"	"2.78e-01"	"1.22e-01"	"1.552575"	"-5.31284"	"0.3434727"	""	""
"43681_at"	"2.78e-01"	"1.22e-01"	"1.552558"	"-5.31287"	"0.2446775"	""	""
"51060_at"	"2.79e-01"	"1.22e-01"	"1.552116"	"-5.31353"	"0.2312199"	"CBLL1"	"Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase"
"55689_at"	"2.79e-01"	"1.22e-01"	"1.552008"	"-5.3137"	"0.1440107"	"TNKS1BP1"	"tankyrase 1 binding protein 1, 182kDa"
"50854_at"	"2.79e-01"	"1.23e-01"	"-1.551364"	"-5.31466"	"-0.1867034"	"USP31"	"ubiquitin specific peptidase 31"
"41999_at"	"2.79e-01"	"1.23e-01"	"1.551102"	"-5.31506"	"0.2996074"	"COX6C"	"cytochrome c oxidase subunit VIc"
"49819_at"	"2.79e-01"	"1.23e-01"	"-1.550719"	"-5.31563"	"-0.4392148"	"LPAR3"	"lysophosphatidic acid receptor 3"
"52049_at"	"2.79e-01"	"1.23e-01"	"-1.550557"	"-5.31588"	"-0.2020576"	"GATSL3"	"GATS protein-like 3"
"47615_at"	"2.79e-01"	"1.23e-01"	"-1.550365"	"-5.31617"	"-0.2199533"	"SERP2"	"stress-associated endoplasmic reticulum protein family member 2"
"58055_at"	"2.79e-01"	"1.23e-01"	"-1.550136"	"-5.31651"	"-0.3198923"	"GALNT5"	"polypeptide N-acetylgalactosaminyltransferase 5"
"48075_at"	"2.79e-01"	"1.23e-01"	"-1.549989"	"-5.31673"	"-0.1514777"	"CIDECP///CIDEC"	"cell death-inducing DFFA-like effector c pseudogene///cell death-inducing DFFA-like effector c"
"50662_at"	"2.80e-01"	"1.23e-01"	"1.549299"	"-5.31777"	"0.3068856"	"FBXO45"	"F-box protein 45"
"56965_at"	"2.80e-01"	"1.23e-01"	"1.549263"	"-5.31782"	"0.2125454"	"ARMC8"	"armadillo repeat containing 8"
"45909_at"	"2.80e-01"	"1.23e-01"	"1.548849"	"-5.31844"	"0.2403146"	"GALNT9"	"polypeptide N-acetylgalactosaminyltransferase 9"
"53108_at"	"2.80e-01"	"1.23e-01"	"-1.54844"	"-5.31906"	"-0.1711719"	"RUNDC1"	"RUN domain containing 1"
"44224_at"	"2.80e-01"	"1.23e-01"	"1.548273"	"-5.31931"	"0.1835114"	"AURKB"	"aurora kinase B"
"59093_at"	"2.80e-01"	"1.24e-01"	"-1.547668"	"-5.32021"	"-0.208142"	"FAM219B"	"family with sequence similarity 219, member B"
"59540_r_at"	"2.81e-01"	"1.24e-01"	"1.547164"	"-5.32097"	"0.3327184"	"TMEM33"	"transmembrane protein 33"
"42018_at"	"2.81e-01"	"1.24e-01"	"1.546915"	"-5.32134"	"0.2755699"	""	""
"51591_at"	"2.81e-01"	"1.24e-01"	"1.546114"	"-5.32255"	"0.2926642"	""	""
"43891_at"	"2.81e-01"	"1.24e-01"	"1.545329"	"-5.32372"	"0.1469555"	""	""
"44714_at"	"2.82e-01"	"1.24e-01"	"1.544562"	"-5.32487"	"0.1596176"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"55714_at"	"2.82e-01"	"1.24e-01"	"-1.544466"	"-5.32501"	"-0.3236806"	"LINC00261"	"long intergenic non-protein coding RNA 261"
"57872_at"	"2.82e-01"	"1.24e-01"	"1.544195"	"-5.32542"	"0.1173382"	"KLHL22"	"kelch-like family member 22"
"48245_at"	"2.82e-01"	"1.24e-01"	"1.544195"	"-5.32542"	"0.1592227"	"RAE1"	"ribonucleic acid export 1"
"42336_at"	"2.82e-01"	"1.24e-01"	"1.544127"	"-5.32552"	"0.3484048"	"KIAA1958"	"KIAA1958"
"47150_r_at"	"2.82e-01"	"1.24e-01"	"-1.543869"	"-5.32591"	"-0.2961907"	"SIRT5"	"sirtuin 5"
"47419_at"	"2.82e-01"	"1.25e-01"	"-1.542963"	"-5.32726"	"-0.2745477"	"NAV1"	"neuron navigator 1"
"45059_at"	"2.82e-01"	"1.25e-01"	"1.54276"	"-5.32757"	"0.2016562"	""	""
"51017_at"	"2.83e-01"	"1.25e-01"	"1.542317"	"-5.32823"	"0.2414754"	"CBL"	"Cbl proto-oncogene, E3 ubiquitin protein ligase"
"48025_at"	"2.83e-01"	"1.25e-01"	"-1.541776"	"-5.32904"	"-0.1189705"	"NCK2"	"NCK adaptor protein 2"
"45497_s_at"	"2.83e-01"	"1.25e-01"	"1.541522"	"-5.32942"	"0.1733389"	"YBEY"	"ybeY metallopeptidase (putative)"
"46049_at"	"2.83e-01"	"1.25e-01"	"1.541194"	"-5.32991"	"0.2602308"	"RAB3C"	"RAB3C, member RAS oncogene family"
"50434_at"	"2.83e-01"	"1.25e-01"	"1.540939"	"-5.33029"	"0.3341238"	""	""
"44403_at"	"2.83e-01"	"1.25e-01"	"1.540841"	"-5.33043"	"0.419732"	""	""
"54912_at"	"2.83e-01"	"1.25e-01"	"1.540186"	"-5.33141"	"0.1500576"	"TIMM13"	"translocase of inner mitochondrial membrane 13 homolog (yeast)"
"47736_at"	"2.83e-01"	"1.25e-01"	"1.540136"	"-5.33149"	"0.3232741"	""	""
"57243_at"	"2.84e-01"	"1.25e-01"	"1.539824"	"-5.33195"	"0.1855652"	"BCL2L11"	"BCL2-like 11 (apoptosis facilitator)"
"42674_at"	"2.84e-01"	"1.25e-01"	"1.539608"	"-5.33227"	"0.2367619"	"STC1"	"stanniocalcin 1"
"42878_at"	"2.84e-01"	"1.26e-01"	"1.539496"	"-5.33244"	"0.30017"	"JMY"	"junction mediating and regulatory protein, p53 cofactor"
"47508_at"	"2.84e-01"	"1.26e-01"	"-1.539113"	"-5.33301"	"-0.1319586"	"ADAP2"	"ArfGAP with dual PH domains 2"
"47468_at"	"2.84e-01"	"1.26e-01"	"1.539052"	"-5.33311"	"0.2916656"	"LOC100507376"	"uncharacterized LOC100507376"
"42114_at"	"2.84e-01"	"1.26e-01"	"1.539006"	"-5.33317"	"0.1882079"	"TRBV25-1"	"T cell receptor beta variable 25-1"
"43083_at"	"2.84e-01"	"1.26e-01"	"-1.538811"	"-5.33346"	"-0.2927847"	"ATP6V0A2"	"ATPase, H+ transporting, lysosomal V0 subunit a2"
"45040_at"	"2.84e-01"	"1.26e-01"	"-1.538527"	"-5.33389"	"-0.3399525"	""	""
"48415_at"	"2.84e-01"	"1.26e-01"	"1.538431"	"-5.33403"	"0.2044977"	"CNIH2"	"cornichon family AMPA receptor auxiliary protein 2"
"44566_at"	"2.84e-01"	"1.26e-01"	"-1.53824"	"-5.33432"	"-0.2251962"	"PLXDC1"	"plexin domain containing 1"
"41993_at"	"2.84e-01"	"1.26e-01"	"1.538136"	"-5.33447"	"0.3135961"	""	""
"52716_at"	"2.84e-01"	"1.26e-01"	"1.537911"	"-5.33481"	"0.3105466"	""	""
"53302_r_at"	"2.84e-01"	"1.26e-01"	"1.537809"	"-5.33496"	"0.3581146"	"OGFRL1"	"opioid growth factor receptor-like 1"
"46739_at"	"2.84e-01"	"1.26e-01"	"-1.537745"	"-5.33505"	"-0.1702619"	"NDFIP1"	"Nedd4 family interacting protein 1"
"43670_at"	"2.84e-01"	"1.26e-01"	"1.536997"	"-5.33617"	"0.2440701"	"SLC22A23"	"solute carrier family 22, member 23"
"42009_at"	"2.85e-01"	"1.26e-01"	"-1.536038"	"-5.3376"	"-0.4078322"	""	""
"49659_at"	"2.85e-01"	"1.26e-01"	"1.535912"	"-5.33779"	"0.2937246"	""	""
"49226_at"	"2.85e-01"	"1.26e-01"	"1.535656"	"-5.33817"	"0.275996"	""	""
"58912_at"	"2.85e-01"	"1.26e-01"	"1.535521"	"-5.33837"	"0.1323506"	"DIRAS1"	"DIRAS family, GTP-binding RAS-like 1"
"54595_at"	"2.85e-01"	"1.26e-01"	"1.535507"	"-5.33839"	"0.3383486"	"ANKRD55"	"ankyrin repeat domain 55"
"44958_at"	"2.85e-01"	"1.27e-01"	"1.53542"	"-5.33852"	"0.2425265"	"IFIT1B"	"interferon-induced protein with tetratricopeptide repeats 1B"
"50373_at"	"2.85e-01"	"1.27e-01"	"-1.534997"	"-5.33915"	"-0.1704671"	"EEA1"	"early endosome antigen 1"
"49273_g_at"	"2.85e-01"	"1.27e-01"	"-1.534769"	"-5.33949"	"-0.3237779"	"BMP7"	"bone morphogenetic protein 7"
"44192_at"	"2.85e-01"	"1.27e-01"	"-1.534759"	"-5.3395"	"-0.2126934"	""	""
"42448_at"	"2.85e-01"	"1.27e-01"	"1.53447"	"-5.33993"	"0.2239449"	"ELMO1"	"engulfment and cell motility 1"
"57274_at"	"2.85e-01"	"1.27e-01"	"1.534387"	"-5.34005"	"0.2020493"	"C11orf97"	"chromosome 11 open reading frame 97"
"58766_r_at"	"2.85e-01"	"1.27e-01"	"1.534134"	"-5.34043"	"0.1298905"	""	""
"52188_r_at"	"2.85e-01"	"1.27e-01"	"1.53385"	"-5.34085"	"0.1505072"	""	""
"45934_at"	"2.86e-01"	"1.27e-01"	"1.533707"	"-5.34107"	"0.2957943"	""	""
"46158_at"	"2.86e-01"	"1.27e-01"	"1.533155"	"-5.34189"	"0.145738"	"LAMA5-AS1///LAMA5"	"LAMA5 antisense RNA 1///laminin, alpha 5"
"45809_at"	"2.86e-01"	"1.27e-01"	"1.533131"	"-5.34192"	"0.1407811"	"ADIPOR1"	"adiponectin receptor 1"
"58349_at"	"2.86e-01"	"1.27e-01"	"1.532518"	"-5.34283"	"0.2568005"	""	""
"46004_at"	"2.86e-01"	"1.27e-01"	"1.532479"	"-5.34289"	"0.2626588"	""	""
"57752_s_at"	"2.86e-01"	"1.27e-01"	"1.53178"	"-5.34393"	"0.1508779"	"FAM98C"	"family with sequence similarity 98, member C"
"53777_at"	"2.86e-01"	"1.27e-01"	"-1.531618"	"-5.34417"	"-0.1310341"	"PARP12"	"poly (ADP-ribose) polymerase family, member 12"
"59527_at"	"2.86e-01"	"1.27e-01"	"-1.531435"	"-5.34444"	"-0.2364269"	"PAPOLG"	"poly(A) polymerase gamma"
"45783_at"	"2.87e-01"	"1.28e-01"	"1.530802"	"-5.34538"	"0.1556941"	"MRPL13"	"mitochondrial ribosomal protein L13"
"54018_r_at"	"2.87e-01"	"1.28e-01"	"1.530786"	"-5.3454"	"0.329226"	"FAM45B"	"family with sequence similarity 45, member A pseudogene"
"50455_at"	"2.87e-01"	"1.28e-01"	"1.530478"	"-5.34586"	"0.1687628"	"SART1"	"squamous cell carcinoma antigen recognized by T cells"
"47571_at"	"2.87e-01"	"1.28e-01"	"1.530445"	"-5.34591"	"0.1262626"	"ZNF236"	"zinc finger protein 236"
"46093_at"	"2.87e-01"	"1.28e-01"	"1.53041"	"-5.34596"	"0.1423266"	"TMEM164"	"transmembrane protein 164"
"46965_r_at"	"2.87e-01"	"1.28e-01"	"1.529978"	"-5.3466"	"0.3929598"	"LARP4"	"La ribonucleoprotein domain family, member 4"
"47843_at"	"2.87e-01"	"1.28e-01"	"1.529448"	"-5.34739"	"0.2342171"	"TAB3"	"TGF-beta activated kinase 1/MAP3K7 binding protein 3"
"43001_at"	"2.87e-01"	"1.28e-01"	"1.529066"	"-5.34796"	"0.314278"	"WDR89"	"WD repeat domain 89"
"59216_at"	"2.87e-01"	"1.28e-01"	"1.529034"	"-5.348"	"0.2455137"	""	""
"46520_at"	"2.87e-01"	"1.28e-01"	"-1.528801"	"-5.34835"	"-0.3591867"	"ROBO2"	"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
"43403_at"	"2.87e-01"	"1.28e-01"	"1.528529"	"-5.34875"	"0.1748449"	"MTHFD1"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"
"42218_at"	"2.87e-01"	"1.28e-01"	"-1.528501"	"-5.34879"	"-0.1854363"	"FAM178B"	"family with sequence similarity 178, member B"
"44337_f_at"	"2.88e-01"	"1.28e-01"	"1.528093"	"-5.3494"	"0.2741522"	"SLC35D2"	"solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2"
"55420_at"	"2.88e-01"	"1.28e-01"	"1.527537"	"-5.35022"	"0.2706014"	"OTULIN"	"OTU deubiquitinase with linear linkage specificity"
"42071_r_at"	"2.88e-01"	"1.28e-01"	"1.527446"	"-5.35036"	"0.3354914"	"GABRA2"	"gamma-aminobutyric acid (GABA) A receptor, alpha 2"
"54702_at"	"2.88e-01"	"1.29e-01"	"-1.527141"	"-5.35081"	"-0.2037316"	"SLC25A19"	"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"
"48941_at"	"2.88e-01"	"1.29e-01"	"-1.526449"	"-5.35183"	"-0.3076239"	"DDAH1"	"dimethylarginine dimethylaminohydrolase 1"
"42605_at"	"2.88e-01"	"1.29e-01"	"1.526321"	"-5.35202"	"0.2800983"	"VSTM2A"	"V-set and transmembrane domain containing 2A"
"53182_at"	"2.88e-01"	"1.29e-01"	"1.526302"	"-5.35205"	"0.1547971"	"NANOS1"	"nanos homolog 1 (Drosophila)"
"42519_at"	"2.88e-01"	"1.29e-01"	"1.526185"	"-5.35222"	"0.2670524"	"PAH"	"phenylalanine hydroxylase"
"42889_at"	"2.88e-01"	"1.29e-01"	"1.526065"	"-5.3524"	"0.2122645"	""	""
"44021_at"	"2.88e-01"	"1.29e-01"	"-1.525898"	"-5.35265"	"-0.2264028"	"POU2F1"	"POU class 2 homeobox 1"
"57354_at"	"2.88e-01"	"1.29e-01"	"1.525635"	"-5.35304"	"0.289821"	"TMEM225"	"transmembrane protein 225"
"45601_at"	"2.89e-01"	"1.29e-01"	"-1.525291"	"-5.35355"	"-0.2833582"	"ERCC6L2"	"excision repair cross-complementation group 6-like 2"
"52134_at"	"2.89e-01"	"1.29e-01"	"-1.525045"	"-5.35391"	"-0.2118689"	"DCLK2"	"doublecortin-like kinase 2"
"45705_at"	"2.89e-01"	"1.29e-01"	"1.52477"	"-5.35432"	"0.227242"	"TRIM68"	"tripartite motif containing 68"
"52012_at"	"2.89e-01"	"1.29e-01"	"-1.524031"	"-5.35541"	"-0.153845"	"GFM1"	"G elongation factor, mitochondrial 1"
"42500_at"	"2.89e-01"	"1.29e-01"	"1.52364"	"-5.35599"	"0.2231873"	"LINC00635"	"long intergenic non-protein coding RNA 635"
"59773_at"	"2.89e-01"	"1.30e-01"	"1.523356"	"-5.35641"	"0.211104"	""	""
"58775_at"	"2.89e-01"	"1.30e-01"	"1.523129"	"-5.35674"	"0.3055399"	"LOC100507263"	"uncharacterized LOC100507263"
"46497_at"	"2.89e-01"	"1.30e-01"	"-1.523082"	"-5.35681"	"-0.2623811"	"LY9"	"lymphocyte antigen 9"
"56534_at"	"2.89e-01"	"1.30e-01"	"-1.523043"	"-5.35687"	"-0.1707425"	"TNS3"	"tensin 3"
"54891_at"	"2.89e-01"	"1.30e-01"	"1.522773"	"-5.35727"	"0.1578339"	"DCUN1D5"	"DCN1, defective in cullin neddylation 1, domain containing 5"
"55738_at"	"2.89e-01"	"1.30e-01"	"1.522772"	"-5.35727"	"0.251633"	"HDDC3"	"HD domain containing 3"
"52042_at"	"2.89e-01"	"1.30e-01"	"1.522743"	"-5.35731"	"0.2193028"	"UHRF1BP1"	"UHRF1 binding protein 1"
"41953_at"	"2.89e-01"	"1.30e-01"	"-1.522701"	"-5.35737"	"-0.2211678"	""	""
"46070_r_at"	"2.89e-01"	"1.30e-01"	"1.522677"	"-5.35741"	"0.3718264"	"FGF5"	"fibroblast growth factor 5"
"42597_at"	"2.90e-01"	"1.30e-01"	"1.52064"	"-5.36042"	"0.1595"	"RAF1"	"Raf-1 proto-oncogene, serine/threonine kinase"
"55724_at"	"2.90e-01"	"1.30e-01"	"1.520522"	"-5.36059"	"0.129701"	"MYEOV2"	"myeloma overexpressed 2"
"49103_at"	"2.90e-01"	"1.30e-01"	"1.520508"	"-5.36061"	"0.2180013"	"SYCE3"	"synaptonemal complex central element protein 3"
"49122_at"	"2.91e-01"	"1.30e-01"	"1.520117"	"-5.36119"	"0.3191897"	"LRCH3"	"leucine-rich repeats and calponin homology (CH) domain containing 3"
"44059_at"	"2.91e-01"	"1.30e-01"	"-1.520029"	"-5.36132"	"-0.1346189"	"MRPL21"	"mitochondrial ribosomal protein L21"
"42138_at"	"2.91e-01"	"1.30e-01"	"1.519678"	"-5.36183"	"0.1634568"	""	""
"51463_r_at"	"2.91e-01"	"1.30e-01"	"1.519442"	"-5.36218"	"0.3149067"	""	""
"47515_g_at"	"2.91e-01"	"1.31e-01"	"-1.519148"	"-5.36261"	"-0.2303899"	"MIR4697HG"	"MIR4697 host gene (non-protein coding)"
"44817_at"	"2.91e-01"	"1.31e-01"	"-1.518701"	"-5.36327"	"-0.139082"	"EIF4EBP2"	"eukaryotic translation initiation factor 4E binding protein 2"
"43920_at"	"2.91e-01"	"1.31e-01"	"-1.518399"	"-5.36372"	"-0.3242425"	"FMN2"	"formin 2"
"45008_at"	"2.91e-01"	"1.31e-01"	"1.518205"	"-5.364"	"0.285927"	""	""
"55979_at"	"2.91e-01"	"1.31e-01"	"1.51812"	"-5.36413"	"0.3034461"	""	""
"48331_at"	"2.91e-01"	"1.31e-01"	"1.517951"	"-5.36438"	"0.1792892"	"ADAD2"	"adenosine deaminase domain containing 2"
"48949_at"	"2.91e-01"	"1.31e-01"	"-1.517815"	"-5.36458"	"-0.3623105"	"C11orf52"	"chromosome 11 open reading frame 52"
"42124_at"	"2.91e-01"	"1.31e-01"	"1.517732"	"-5.3647"	"0.290786"	""	""
"44523_at"	"2.92e-01"	"1.31e-01"	"-1.517281"	"-5.36536"	"-0.2140907"	"PPAPDC2"	"phosphatidic acid phosphatase type 2 domain containing 2"
"42697_at"	"2.92e-01"	"1.31e-01"	"1.517261"	"-5.36539"	"0.139953"	""	""
"45048_at"	"2.92e-01"	"1.31e-01"	"-1.516817"	"-5.36605"	"-0.2687562"	""	""
"51989_at"	"2.92e-01"	"1.31e-01"	"1.516093"	"-5.36711"	"0.2700044"	"RBM28"	"RNA binding motif protein 28"
"59485_at"	"2.92e-01"	"1.31e-01"	"1.515755"	"-5.36761"	"0.3092781"	""	""
"44383_at"	"2.93e-01"	"1.32e-01"	"1.515098"	"-5.36857"	"0.2630093"	""	""
"43065_at"	"2.93e-01"	"1.32e-01"	"-1.515058"	"-5.36863"	"-0.2906814"	"DNMT3A"	"DNA (cytosine-5-)-methyltransferase 3 alpha"
"49388_at"	"2.93e-01"	"1.32e-01"	"-1.514636"	"-5.36925"	"-0.1338293"	"ERLIN2"	"ER lipid raft associated 2"
"47812_at"	"2.93e-01"	"1.32e-01"	"1.514109"	"-5.37002"	"0.2834399"	""	""
"42667_at"	"2.93e-01"	"1.32e-01"	"1.513689"	"-5.37064"	"0.3318531"	""	""
"45552_at"	"2.93e-01"	"1.32e-01"	"1.513164"	"-5.37141"	"0.1554471"	"STK32C"	"serine/threonine kinase 32C"
"56523_at"	"2.93e-01"	"1.32e-01"	"1.512954"	"-5.37172"	"0.1412323"	"CD276"	"CD276 molecule"
"59403_at"	"2.93e-01"	"1.32e-01"	"1.512806"	"-5.37194"	"0.2606101"	"COPB1"	"coatomer protein complex, subunit beta 1"
"45127_at"	"2.94e-01"	"1.32e-01"	"1.512271"	"-5.37272"	"0.2271341"	"FAM167A"	"family with sequence similarity 167, member A"
"51112_at"	"2.94e-01"	"1.32e-01"	"-1.512206"	"-5.37282"	"-0.1297109"	"HECTD3"	"HECT domain containing E3 ubiquitin protein ligase 3"
"59013_r_at"	"2.94e-01"	"1.32e-01"	"1.51171"	"-5.37355"	"0.3360008"	""	""
"43618_at"	"2.94e-01"	"1.32e-01"	"1.511618"	"-5.37368"	"0.1511463"	""	""
"43518_at"	"2.94e-01"	"1.33e-01"	"-1.511463"	"-5.37391"	"-0.2339946"	"MLX"	"MLX, MAX dimerization protein"
"45776_at"	"2.94e-01"	"1.33e-01"	"1.511348"	"-5.37408"	"0.1948702"	"DESI2"	"desumoylating isopeptidase 2"
"46354_at"	"2.94e-01"	"1.33e-01"	"1.511243"	"-5.37423"	"0.1673513"	"DGKK"	"diacylglycerol kinase, kappa"
"56086_at"	"2.94e-01"	"1.33e-01"	"-1.510877"	"-5.37477"	"-0.3439234"	""	""
"58757_at"	"2.94e-01"	"1.33e-01"	"1.510605"	"-5.37516"	"0.2328835"	"CNNM2"	"cyclin and CBS domain divalent metal cation transport mediator 2"
"54314_at"	"2.95e-01"	"1.33e-01"	"1.509403"	"-5.37692"	"0.2941624"	"LOC101927204"	"uncharacterized LOC101927204"
"47243_at"	"2.95e-01"	"1.33e-01"	"1.508983"	"-5.37754"	"0.2485699"	""	""
"44276_at"	"2.95e-01"	"1.33e-01"	"1.50896"	"-5.37757"	"0.2748026"	"CNTRL"	"centriolin"
"50609_at"	"2.95e-01"	"1.33e-01"	"1.508576"	"-5.37814"	"0.3034336"	""	""
"48272_at"	"2.95e-01"	"1.33e-01"	"-1.50855"	"-5.37817"	"-0.1627393"	"SMU1"	"smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)"
"51200_at"	"2.95e-01"	"1.33e-01"	"-1.508517"	"-5.37822"	"-0.1470033"	"C19orf60"	"chromosome 19 open reading frame 60"
"52295_at"	"2.95e-01"	"1.33e-01"	"1.508314"	"-5.37852"	"0.1409148"	""	""
"46530_at"	"2.95e-01"	"1.33e-01"	"1.50781"	"-5.37926"	"0.2757469"	"FGFR1OP"	"FGFR1 oncogene partner"
"56211_at"	"2.96e-01"	"1.34e-01"	"1.507293"	"-5.38001"	"0.2165935"	"LIFR"	"leukemia inhibitory factor receptor alpha"
"49022_at"	"2.96e-01"	"1.34e-01"	"-1.506989"	"-5.38046"	"-0.3273742"	"ZNF503-AS1"	"ZNF503 antisense RNA 1"
"46620_at"	"2.96e-01"	"1.34e-01"	"1.506658"	"-5.38094"	"0.1273888"	""	""
"54568_at"	"2.96e-01"	"1.34e-01"	"-1.50645"	"-5.38124"	"-0.2961904"	"ITGB2-AS1"	"ITGB2 antisense RNA 1"
"50766_at"	"2.96e-01"	"1.34e-01"	"1.506006"	"-5.38189"	"0.3659929"	""	""
"58369_at"	"2.96e-01"	"1.34e-01"	"-1.506006"	"-5.38189"	"-0.259257"	"PELI3"	"pellino E3 ubiquitin protein ligase family member 3"
"46252_at"	"2.96e-01"	"1.34e-01"	"-1.505516"	"-5.38261"	"-0.2163818"	"NAPG"	"N-ethylmaleimide-sensitive factor attachment protein, gamma"
"53466_at"	"2.96e-01"	"1.34e-01"	"1.505418"	"-5.38275"	"0.2054344"	"TRMT5"	"tRNA methyltransferase 5"
"48102_s_at"	"2.96e-01"	"1.34e-01"	"-1.505195"	"-5.38308"	"-0.1362921"	"TMEM120A"	"transmembrane protein 120A"
"59698_at"	"2.96e-01"	"1.34e-01"	"1.505097"	"-5.38322"	"0.2215224"	"UBXN2A"	"UBX domain protein 2A"
"47587_r_at"	"2.97e-01"	"1.34e-01"	"-1.504601"	"-5.38394"	"-0.1217305"	"DCHS1"	"dachsous cadherin-related 1"
"51271_at"	"2.97e-01"	"1.34e-01"	"-1.504319"	"-5.38436"	"-0.1874164"	"LRTM1"	"leucine-rich repeats and transmembrane domains 1"
"45621_at"	"2.97e-01"	"1.34e-01"	"1.504236"	"-5.38448"	"0.154215"	"TMPRSS5"	"transmembrane protease, serine 5"
"49259_at"	"2.97e-01"	"1.34e-01"	"1.504075"	"-5.38471"	"0.2306162"	"ZFP82"	"ZFP82 zinc finger protein"
"56887_at"	"2.97e-01"	"1.34e-01"	"-1.504005"	"-5.38481"	"-0.1452887"	"ZFHX3"	"zinc finger homeobox 3"
"56348_at"	"2.97e-01"	"1.34e-01"	"-1.503831"	"-5.38507"	"-0.1436957"	"VCP"	"valosin containing protein"
"52008_at"	"2.97e-01"	"1.34e-01"	"1.50371"	"-5.38524"	"0.3223944"	"TMEM178A"	"transmembrane protein 178A"
"54144_at"	"2.97e-01"	"1.35e-01"	"1.503404"	"-5.38569"	"0.1906377"	"SDF2L1"	"stromal cell-derived factor 2-like 1"
"45182_at"	"2.97e-01"	"1.35e-01"	"-1.503216"	"-5.38596"	"-0.3268563"	"EMCN"	"endomucin"
"59280_r_at"	"2.97e-01"	"1.35e-01"	"1.50246"	"-5.38707"	"0.2729574"	""	""
"42291_at"	"2.97e-01"	"1.35e-01"	"1.50223"	"-5.3874"	"0.173742"	""	""
"47132_at"	"2.97e-01"	"1.35e-01"	"1.502183"	"-5.38747"	"0.1893147"	"EP400NL"	"EP400 N-terminal like"
"53169_at"	"2.97e-01"	"1.35e-01"	"-1.502131"	"-5.38755"	"-0.2335422"	"CNPY4"	"canopy FGF signaling regulator 4"
"58247_at"	"2.97e-01"	"1.35e-01"	"-1.502038"	"-5.38768"	"-0.1510508"	"DUSP28"	"dual specificity phosphatase 28"
"44551_at"	"2.98e-01"	"1.35e-01"	"1.501749"	"-5.3881"	"0.2068665"	"MRPS9"	"mitochondrial ribosomal protein S9"
"58003_at"	"2.98e-01"	"1.35e-01"	"-1.500941"	"-5.38928"	"-0.1509985"	"USP53"	"ubiquitin specific peptidase 53"
"43142_at"	"2.98e-01"	"1.35e-01"	"1.500776"	"-5.38952"	"0.2624185"	"LOC100507754"	"hypothetical LOC100507754"
"52958_at"	"2.98e-01"	"1.35e-01"	"-1.500479"	"-5.38995"	"-0.2251079"	"ST3GAL3"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"42682_at"	"2.98e-01"	"1.35e-01"	"1.499853"	"-5.39086"	"0.2578921"	""	""
"58087_at"	"2.98e-01"	"1.36e-01"	"-1.49979"	"-5.39096"	"-0.1465604"	""	""
"42687_at"	"2.98e-01"	"1.36e-01"	"1.499609"	"-5.39122"	"0.2788208"	""	""
"51585_at"	"2.98e-01"	"1.36e-01"	"1.499569"	"-5.39128"	"0.2377914"	"LOC100505987"	"uncharacterized LOC100505987"
"44459_at"	"2.99e-01"	"1.36e-01"	"1.499259"	"-5.39173"	"0.2906765"	"HEPACAM2"	"HEPACAM family member 2"
